t_us,ax,ay,az,gx,gy,gz,mX_uT,mY_uT,mZ_uT,mag_valid,gnss_valid,N_m,E_m,D_m,V_N_mps,V_E_mps,V_D_mps,iTOW_ms
15915000,1.495476,-6.901254,16.315398,1.0000569,0.0959915,0.5026464,19.7,21.3,-7.9,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15916000,1.446444,-6.901254,16.30314,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15917000,1.507734,-6.913512,16.327656,1.0000569,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15918000,1.458702,-6.888996,16.315398,0.9965663,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15919000,1.458702,-6.876738,16.315398,1.0000569,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15920000,1.446444,-6.888996,16.339914,0.9983116,0.0977368,0.4974105,21.725,23.525,-9.175,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15921000,1.446444,-6.888996,16.315398,1.0018022,0.104718,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15922000,1.434186,-6.876738,16.352172,1.0000569,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15923000,1.458702,-6.86448,16.36443,0.9983116,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15924000,1.434186,-6.852222,16.376688,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15925000,1.434186,-6.852222,16.36443,1.0018022,0.1012274,0.4974105,21.975,22.775,-10.45,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15926000,1.446444,-6.852222,16.36443,0.9983116,0.0994821,0.4939199,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15927000,1.397412,-6.827706,16.388946,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15928000,1.40967,-6.839964,16.388946,1.0000569,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15929000,1.40967,-6.815448,16.401204,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15930000,1.372896,-6.815448,16.42572,1.0052928,0.1012274,0.4991558,23.55,21.725,-8.4,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15931000,1.385154,-6.815448,16.413462,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15932000,1.397412,-6.80319,16.413462,1.0018022,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15933000,1.372896,-6.815448,16.413462,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15934000,1.372896,-6.827706,16.437978,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15935000,1.372896,-6.790932,16.450236,1.0000569,0.0994821,0.5026464,22.625,20.4,-9.2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15936000,1.40967,-6.790932,16.474752,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15937000,1.397412,-6.778674,16.474752,0.9983116,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15938000,1.372896,-6.766416,16.450236,1.0000569,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15939000,1.372896,-6.754158,16.48701,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15940000,1.372896,-6.766416,16.462494,1.0000569,0.0977368,0.4991558,24.25,19.85,-9.65,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15941000,1.34838,-6.778674,16.499268,0.9965663,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15942000,1.360638,-6.754158,16.499268,0.994821,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15943000,1.34838,-6.778674,16.511526,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15944000,1.34838,-6.766416,16.48701,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15945000,1.360638,-6.778674,16.511526,1.0035475,0.0977368,0.5043917,19.95,19.45,-9.65,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15946000,1.323864,-6.729642,16.523784,0.9983116,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15947000,1.336122,-6.7419,16.523784,1.0035475,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15948000,1.323864,-6.717384,16.523784,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15949000,1.323864,-6.7419,16.523784,0.9965663,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15950000,1.336122,-6.729642,16.523784,1.0000569,0.0959915,0.4974105,22.125,21.375,-8.575,1,1,127.256943767456,-26.0928458722818,-1274.61195017863,16.064133933806,-3.21154682011247,-159.691361986631,15950
15951000,1.323864,-6.705126,16.499268,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15952000,1.299348,-6.705126,16.572816,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15953000,1.299348,-6.729642,16.572816,1.0000569,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15954000,1.299348,-6.705126,16.5483,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15955000,1.311606,-6.705126,16.597332,1.0018022,0.1012274,0.5043917,21.575,20.55,-10.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15956000,1.28709,-6.668352,16.585074,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15957000,1.299348,-6.68061,16.572816,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15958000,1.311606,-6.68061,16.597332,1.0052928,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15959000,1.28709,-6.705126,16.60959,1.0070381,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15960000,1.28709,-6.643836,16.60959,1.0052928,0.0994821,0.4974105,23.15,19.725,-9.9,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15961000,1.28709,-6.656094,16.658622,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15962000,1.28709,-6.668352,16.646364,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15963000,1.262574,-6.668352,16.658622,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15964000,1.28709,-6.656094,16.646364,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15965000,1.28709,-6.643836,16.67088,0.994821,0.0977368,0.4956652,21.675,20.075,-9.725,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15966000,1.2258,-6.631578,16.646364,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15967000,1.250316,-6.643836,16.683138,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15968000,1.262574,-6.61932,16.695396,0.9983116,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15969000,1.213542,-6.607062,16.683138,0.9965663,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15970000,1.238058,-6.570288,16.67088,0.9983116,0.0977368,0.4991558,21.575,20.575,-10.925,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15971000,1.238058,-6.607062,16.695396,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15972000,1.201284,-6.607062,16.707654,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15973000,1.250316,-6.594804,16.707654,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15974000,1.2258,-6.582546,16.707654,1.0018022,0.0977368,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15975000,1.238058,-6.61932,16.707654,0.9983116,0.0994821,0.4991558,24.1,18.45,-11.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15976000,1.2258,-6.582546,16.73217,1.0000569,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15977000,1.201284,-6.570288,16.707654,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15978000,1.201284,-6.570288,16.73217,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15979000,1.213542,-6.55803,16.768944,0.9983116,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15980000,1.201284,-6.55803,16.768944,1.0035475,0.1012274,0.4991558,21.55,19.325,-10.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15981000,1.176768,-6.570288,16.756686,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15982000,1.201284,-6.55803,16.768944,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15983000,1.201284,-6.55803,16.781202,0.9983116,0.1029727,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15984000,1.176768,-6.521256,16.768944,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15985000,1.176768,-6.533514,16.79346,1.0000569,0.0994821,0.4974105,23.275,19.575,-8.225,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15986000,1.176768,-6.545772,16.805718,0.9965663,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15987000,1.176768,-6.533514,16.805718,1.0000569,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15988000,1.176768,-6.521256,16.805718,1.0000569,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15989000,1.152252,-6.49674,16.805718,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15990000,1.139994,-6.484482,16.842492,0.9983116,0.0994821,0.4956652,20.275,20.625,-9.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15991000,1.152252,-6.508998,16.830234,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15992000,1.16451,-6.521256,16.830234,0.9983116,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15993000,1.139994,-6.49674,16.830234,0.9983116,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15994000,1.127736,-6.459966,16.879266,0.9983116,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15995000,1.139994,-6.484482,16.85475,1.0018022,0.0994821,0.5026464,21.2,20.15,-12.2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15996000,1.127736,-6.459966,16.879266,0.9965663,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15997000,1.176768,-6.447708,16.867008,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15998000,1.139994,-6.447708,16.903782,1.0035475,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15999000,1.127736,-6.447708,16.891524,1.0000569,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16000000,1.10322,-6.43545,16.879266,1.0018022,0.1012274,0.4991558,23.675,17.7,-11.275,1,1,128.069037696677,-26.281411397232,-1282.48686941992,16.0640244224474,-3.21365020160503,-159.775568450899,16000
16001000,1.127736,-6.43545,16.903782,1.0018022,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16002000,1.127736,-6.43545,16.903782,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16003000,1.115478,-6.423192,16.91604,1.0000569,0.0942462,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16004000,1.127736,-6.423192,16.940556,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16005000,1.115478,-6.410934,16.952814,1.0000569,0.0977368,0.4991558,22.075,19.575,-12.5,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16006000,1.078704,-6.410934,16.928298,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16007000,1.066446,-6.410934,16.91604,0.9983116,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16008000,1.078704,-6.398676,16.952814,1.0018022,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16009000,1.090962,-6.386418,16.940556,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16010000,1.066446,-6.398676,16.952814,1.0000569,0.104718,0.5043917,20.925,18.975,-12.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16011000,1.078704,-6.349644,16.965072,1.0000569,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16012000,1.078704,-6.37416,16.952814,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16013000,1.078704,-6.361902,16.97733,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16014000,1.054188,-6.361902,16.989588,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16015000,1.054188,-6.349644,17.03862,1.0000569,0.0977368,0.4956652,23.75,18.325,-13,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16016000,1.054188,-6.31287,17.026362,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16017000,1.066446,-6.349644,17.001846,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16018000,1.078704,-6.337386,17.014104,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16019000,1.029672,-6.325128,17.026362,1.0018022,0.0942462,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16020000,1.04193,-6.325128,17.03862,1.0018022,0.0994821,0.5026464,21.7,18.75,-11.1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16021000,1.017414,-6.288354,17.050878,0.9983116,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16022000,1.04193,-6.288354,17.050878,0.9983116,0.0942462,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16023000,1.005156,-6.325128,17.075394,1.0052928,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16024000,1.054188,-6.31287,17.063136,1.0018022,0.1029727,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16025000,1.017414,-6.288354,17.075394,0.9983116,0.1029727,0.4991558,22.9,18.575,-11.825,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16026000,1.017414,-6.276096,17.09991,0.9965663,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16027000,1.017414,-6.288354,17.087652,0.9965663,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16028000,1.017414,-6.263838,17.087652,1.0000569,0.0977368,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16029000,1.017414,-6.276096,17.087652,1.0035475,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16030000,0.98064,-6.263838,17.112168,1.0018022,0.0942462,0.4956652,23.025,19.5,-11.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16031000,0.98064,-6.263838,17.09991,1.0000569,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16032000,0.98064,-6.263838,17.112168,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16033000,0.992898,-6.239322,17.124426,1.0018022,0.1082086,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16034000,0.98064,-6.227064,17.112168,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16035000,0.98064,-6.227064,17.112168,1.0000569,0.0994821,0.4991558,24.4,21.825,-13.2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16036000,0.968382,-6.227064,17.124426,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16037000,0.968382,-6.227064,17.1612,0.9983116,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16038000,0.968382,-6.227064,17.136684,0.9983116,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16039000,0.992898,-6.19029,17.1612,1.0000569,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16040000,0.956124,-6.214806,17.1612,0.9983116,0.1012274,0.5026464,22.9,16.375,-11.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16041000,0.956124,-6.202548,17.197974,0.994821,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16042000,0.956124,-6.19029,17.185716,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16043000,0.956124,-6.202548,17.185716,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16044000,0.956124,-6.178032,17.234748,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16045000,0.956124,-6.19029,17.185716,1.0000569,0.0977368,0.4956652,24.55,19.375,-12.35,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16046000,0.943866,-6.178032,17.22249,1.0000569,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16047000,0.91935,-6.141258,17.210232,1.0035475,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16048000,0.91935,-6.153516,17.210232,1.0000569,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16049000,0.91935,-6.165774,17.247006,0.9983116,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16050000,0.91935,-6.141258,17.234748,0.994821,0.1029727,0.4991558,24.45,19.3,-11.725,1,1,128.870829470738,-26.4941467777318,-1290.73914948013,16.1531720841281,-3.2340368459347,-160.396832155519,16050
16051000,0.91935,-6.141258,17.247006,0.9983116,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16052000,0.931608,-6.116742,17.247006,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16053000,0.907092,-6.116742,17.234748,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16054000,0.91935,-6.104484,17.234748,1.0018022,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16055000,0.931608,-6.116742,17.271522,1.0035475,0.1012274,0.5009011,25.775,17.725,-9.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16056000,0.907092,-6.092226,17.296038,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16057000,0.882576,-6.092226,17.28378,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16058000,0.894834,-6.092226,17.259264,1.0035475,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16059000,0.894834,-6.104484,17.28378,0.9965663,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16060000,0.894834,-6.092226,17.332812,1.0018022,0.0994821,0.5009011,20.5,19.4,-9.475,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16061000,0.894834,-6.06771,17.320554,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16062000,0.882576,-6.06771,17.320554,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16063000,0.882576,-6.043194,17.320554,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16064000,0.870318,-6.06771,17.357328,0.9965663,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16065000,0.882576,-6.055452,17.34507,0.9983116,0.0977368,0.4956652,23.275,15.45,-12.575,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16066000,0.845802,-6.018678,17.34507,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16067000,0.882576,-6.00642,17.34507,1.0018022,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16068000,0.833544,-6.043194,17.34507,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16069000,0.833544,-6.00642,17.369586,0.994821,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16070000,0.85806,-6.018678,17.369586,1.0000569,0.0994821,0.4974105,23.25,19.325,-11.025,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16071000,0.833544,-6.018678,17.381844,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16072000,0.845802,-6.00642,17.357328,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16073000,0.833544,-5.981904,17.369586,1.0000569,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16074000,0.821286,-5.994162,17.40636,1.0035475,0.104718,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16075000,0.85806,-5.994162,17.381844,1.0052928,0.1012274,0.5009011,21.275,18.75,-10.45,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16076000,0.845802,-5.981904,17.369586,1.0000569,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16077000,0.809028,-5.981904,17.430876,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16078000,0.809028,-5.969646,17.40636,1.0000569,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16079000,0.809028,-5.957388,17.418618,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16080000,0.821286,-5.94513,17.443134,0.9965663,0.0994821,0.5026464,22.125,18.1,-11.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16081000,0.809028,-5.969646,17.430876,1.0035475,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16082000,0.772254,-5.920614,17.418618,1.0000569,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
