t_us,ax,ay,az,gx,gy,gz,mX_uT,mY_uT,mZ_uT,mag_valid,gnss_valid,N_m,E_m,D_m,V_N_mps,V_E_mps,V_D_mps,iTOW_ms
0,-0.012258,-0.024516,9.8064,0.9983116,0.0994821,0.4974105,29.375,-2.9,-15.925,1,1,0.0133536575628561,0.144969935003853,0.0874886633828282,0.046543371974596,0.197414727760174,-0.0200747505702085,0
1000,-1.005156,0.196128,19.833444,0.9983116,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,-1.029672,0.220644,19.808928,0.9965663,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3000,-0.992898,0.232902,19.808928,1.0035475,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4000,-1.017414,0.24516,19.79667,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5000,-1.005156,0.24516,19.821186,0.9983116,0.1012274,0.4974105,31.575,-4.775,-16.075,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6000,-1.005156,0.257418,19.808928,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7000,-1.005156,0.257418,19.808928,0.9965663,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8000,-0.992898,0.269676,19.833444,0.9965663,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9000,-0.992898,0.269676,19.808928,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10000,-1.005156,0.318708,19.79667,1.0035475,0.1029727,0.4956652,27.675,-4.8,-16.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11000,-1.029672,0.30645,19.79667,0.9983116,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12000,-1.017414,0.318708,19.808928,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13000,-1.017414,0.318708,19.808928,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14000,-1.005156,0.343224,19.821186,1.0000569,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15000,-1.029672,0.318708,19.821186,0.9965663,0.0977368,0.4939199,26.15,-1.275,-16.25,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16000,-1.04193,0.330966,19.772154,0.9965663,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17000,-1.029672,0.379998,19.79667,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18000,-1.017414,0.36774,19.808928,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19000,-1.005156,0.379998,19.784412,1.0018022,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20000,-1.005156,0.392256,19.79667,1.0000569,0.0977368,0.4991558,28.225,-1.625,-15.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21000,-1.029672,0.42903,19.808928,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22000,-1.017414,0.416772,19.833444,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23000,-1.04193,0.42903,19.808928,1.0018022,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24000,-1.054188,0.453546,19.821186,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25000,-1.017414,0.42903,19.79667,1.0018022,0.1012274,0.5043917,29.125,-4.125,-17.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26000,-0.992898,0.465804,19.808928,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27000,-1.017414,0.465804,19.821186,1.0035475,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28000,-1.005156,0.49032,19.808928,1.0000569,0.0994821,0.4921746,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29000,-1.017414,0.502578,19.821186,1.0035475,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30000,-1.04193,0.514836,19.79667,1.0000569,0.0977368,0.4974105,28.35,-3.6,-15.675,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31000,-1.005156,0.514836,19.79667,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32000,-1.017414,0.539352,19.79667,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33000,-1.029672,0.527094,19.808928,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34000,-1.029672,0.527094,19.808928,1.0000569,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35000,-1.017414,0.527094,19.79667,1.0000569,0.0994821,0.4974105,27.375,-5.075,-16.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36000,-1.04193,0.539352,19.821186,1.0035475,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37000,-1.04193,0.588384,19.79667,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38000,-1.04193,0.576126,19.79667,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39000,-1.04193,0.576126,19.79667,0.9983116,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40000,-1.029672,0.588384,19.79667,0.9983116,0.0994821,0.5009011,26.8,-5.275,-16.875,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41000,-1.04193,0.600642,19.79667,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42000,-1.054188,0.600642,19.808928,1.0000569,0.104718,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43000,-1.04193,0.625158,19.784412,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44000,-1.04193,0.625158,19.821186,0.9983116,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45000,-1.017414,0.649674,19.784412,1.0000569,0.1012274,0.4974105,29.275,-4.725,-16.925,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46000,-1.054188,0.649674,19.808928,0.9965663,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47000,-1.054188,0.686448,19.79667,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48000,-1.04193,0.661932,19.79667,0.9983116,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49000,-1.017414,0.698706,19.79667,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50000,-1.04193,0.686448,19.79667,0.9983116,0.0959915,0.5009011,26.625,-4.4,-12,1,1,0.176193423347435,0.216237362878961,-0.115075491368771,0.116229405274472,-0.0256891093639065,-0.544223256589686,50
51000,-1.066446,0.710964,19.759896,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52000,-1.04193,0.723222,19.79667,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53000,-1.04193,0.723222,19.808928,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54000,-1.054188,0.747738,19.79667,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55000,-1.066446,0.747738,19.808928,1.0018022,0.0994821,0.5009011,27.55,-5.225,-15.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56000,-1.078704,0.759996,19.79667,0.9983116,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57000,-1.04193,0.759996,19.808928,1.0035475,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58000,-1.054188,0.747738,19.808928,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59000,-1.04193,0.79677,19.784412,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60000,-1.054188,0.784512,19.784412,0.9965663,0.0977368,0.5009011,26.1,-5.95,-16.65,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61000,-1.04193,0.821286,19.79667,1.0018022,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62000,-1.04193,0.809028,19.821186,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63000,-1.04193,0.821286,19.772154,1.0035475,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64000,-1.066446,0.809028,19.759896,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65000,-1.04193,0.85806,19.784412,1.0035475,0.1029727,0.5009011,27,-5.975,-16.125,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66000,-1.066446,0.845802,19.79667,0.9983116,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67000,-1.054188,0.870318,19.759896,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68000,-1.066446,0.870318,19.784412,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69000,-1.054188,0.882576,19.784412,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70000,-1.066446,0.870318,19.772154,1.0018022,0.0994821,0.5009011,26.025,-4.85,-15.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71000,-1.054188,0.894834,19.784412,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72000,-1.054188,0.91935,19.772154,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73000,-1.04193,0.907092,19.759896,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74000,-1.066446,0.956124,19.784412,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75000,-1.078704,0.943866,19.808928,1.0018022,0.1012274,0.5009011,26.1,-5.075,-14.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76000,-1.078704,0.91935,19.772154,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77000,-1.066446,0.956124,19.772154,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78000,-1.066446,0.956124,19.772154,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79000,-1.054188,0.992898,19.772154,1.0000569,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80000,-1.078704,0.98064,19.759896,1.0000569,0.1012274,0.5043917,27.475,-4.65,-16.3,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81000,-1.078704,0.992898,19.784412,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82000,-1.054188,1.017414,19.784412,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83000,-1.078704,1.04193,19.772154,0.994821,0.1064633,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84000,-1.066446,1.029672,19.79667,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85000,-1.054188,1.029672,19.784412,1.0018022,0.0994821,0.4956652,25.85,-5.225,-16.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86000,-1.054188,1.066446,19.772154,1.0035475,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87000,-1.078704,1.054188,19.784412,1.0035475,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88000,-1.054188,1.066446,19.79667,1.0000569,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89000,-1.054188,1.054188,19.772154,0.9983116,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90000,-1.04193,1.078704,19.784412,1.0000569,0.0977368,0.4991558,28.275,-3.975,-15.225,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91000,-1.054188,1.090962,19.772154,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92000,-1.054188,1.10322,19.759896,0.9983116,0.0977368,0.4939199,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93000,-1.078704,1.115478,19.772154,1.0018022,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94000,-1.066446,1.115478,19.772154,1.0052928,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95000,-1.090962,1.127736,19.784412,1.0000569,0.1029727,0.4991558,26.55,-4.725,-14.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96000,-1.090962,1.139994,19.759896,1.0052928,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97000,-1.078704,1.152252,19.747638,1.0035475,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98000,-1.066446,1.152252,19.747638,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99000,-1.078704,1.189026,19.759896,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100000,-1.066446,1.189026,19.759896,0.9983116,0.0994821,0.5026464,26.9,-5.125,-16.15,1,1,0.104669584079108,0.131500594445748,-0.285651884041727,0.215453720629832,-0.0498887794824844,-1.04009622237867,100
101000,-1.090962,1.189026,19.747638,1.0000569,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102000,-1.090962,1.2258,19.759896,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103000,-1.090962,1.213542,19.772154,1.0000569,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104000,-1.090962,1.201284,19.747638,1.0000569,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105000,-1.04193,1.250316,19.747638,1.0018022,0.1012274,0.5026464,30.65,-7.325,-13.825,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106000,-1.078704,1.250316,19.759896,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107000,-1.054188,1.262574,19.73538,1.0018022,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108000,-1.066446,1.262574,19.772154,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109000,-1.066446,1.274832,19.759896,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110000,-1.090962,1.299348,19.759896,1.0000569,0.1012274,0.4956652,27.275,-5.975,-16.475,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111000,-1.054188,1.323864,19.747638,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112000,-1.090962,1.262574,19.759896,1.0000569,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113000,-1.090962,1.311606,19.759896,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114000,-1.078704,1.323864,19.73538,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115000,-1.115478,1.336122,19.73538,1.0035475,0.0994821,0.5026464,28.925,-4.825,-14.625,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116000,-1.078704,1.336122,19.759896,1.0000569,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117000,-1.066446,1.34838,19.710864,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118000,-1.115478,1.336122,19.73538,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119000,-1.078704,1.385154,19.73538,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120000,-1.090962,1.372896,19.710864,1.0018022,0.0994821,0.4974105,27.025,-5.55,-17.65,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121000,-1.090962,1.360638,19.73538,1.0035475,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122000,-1.078704,1.397412,19.710864,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123000,-1.078704,1.40967,19.747638,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124000,-1.090962,1.434186,19.73538,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
125000,-1.078704,1.40967,19.747638,1.0018022,0.0977368,0.5009011,26.1,-4.7,-15.5,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126000,-1.10322,1.434186,19.710864,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127000,-1.066446,1.434186,19.698606,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128000,-1.115478,1.458702,19.759896,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129000,-1.090962,1.446444,19.710864,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130000,-1.10322,1.495476,19.747638,1.0018022,0.1012274,0.4991558,27.475,-7.025,-14.8,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131000,-1.090962,1.483218,19.710864,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132000,-1.090962,1.47096,19.723122,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133000,-1.078704,1.519992,19.73538,0.9965663,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134000,-1.090962,1.53225,19.698606,0.9965663,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135000,-1.078704,1.519992,19.710864,1.0000569,0.1012274,0.4991558,27.025,-6.25,-17.65,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136000,-1.078704,1.507734,19.723122,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137000,-1.078704,1.556766,19.710864,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138000,-1.054188,1.556766,19.710864,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139000,-1.078704,1.59354,19.710864,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140000,-1.10322,1.556766,19.698606,1.0000569,0.0977368,0.5009011,27.925,-6.025,-15.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141000,-1.10322,1.618056,19.710864,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142000,-1.066446,1.581282,19.698606,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143000,-1.078704,1.581282,19.710864,0.9983116,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144000,-1.090962,1.605798,19.698606,0.9983116,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145000,-1.066446,1.618056,19.73538,1.0000569,0.1029727,0.5026464,28.675,-7.7,-14.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146000,-1.10322,1.605798,19.73538,1.0052928,0.0959915,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147000,-1.054188,1.642572,19.723122,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148000,-1.078704,1.65483,19.710864,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149000,-1.10322,1.65483,19.686348,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150000,-1.10322,1.679346,19.723122,1.0000569,0.0994821,0.4956652,26.9,-6.6,-15.325,1,1,0.208156827219212,0.103882673903122,-0.333097961731255,0.231077199954302,-0.0449216117656735,-1.48425021633658,150
151000,-1.090962,1.703862,19.67409,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152000,-1.066446,1.691604,19.686348,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153000,-1.10322,1.691604,19.661832,1.0000569,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154000,-1.054188,1.703862,19.698606,1.0035475,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155000,-1.078704,1.71612,19.686348,0.9983116,0.1012274,0.5009011,27.175,-10.325,-14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156000,-1.10322,1.71612,19.686348,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157000,-1.115478,1.728378,19.686348,1.0018022,0.104718,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158000,-1.10322,1.728378,19.686348,1.0000569,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159000,-1.10322,1.752894,19.67409,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160000,-1.115478,1.765152,19.67409,1.0000569,0.0977368,0.4991558,26.925,-6.15,-16.525,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161000,-1.090962,1.765152,19.698606,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162000,-1.115478,1.801926,19.661832,1.0000569,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163000,-1.078704,1.814184,19.67409,1.0018022,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164000,-1.066446,1.814184,19.686348,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165000,-1.115478,1.814184,19.686348,1.0000569,0.0977368,0.4991558,30.85,-6.35,-16.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166000,-1.090962,1.814184,19.686348,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167000,-1.115478,1.8387,19.661832,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168000,-1.066446,1.826442,19.686348,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
