time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad
1.65,13.2356,0,23.05866,1.221729,5.539219,0,0,-0.001678705
1.66,13.3967,0,23.34028,1.221729,5.539286,0,0,-0.001699034
1.67,13.55877,0,23.62362,1.221729,5.539352,0,0,-0.001719484
1.68,13.72183,0,23.90869,1.221729,5.539419,0,0,-0.001740054
1.69,13.88585,0,24.19549,1.221729,5.539485,0,0,-0.001760743
1.7,14.05086,0,24.48401,1.221729,5.539552,0,0,-0.001781551
1.71,14.21683,0,24.77425,1.221729,5.539618,0,0,-0.00180248
1.72,14.38379,0,25.06623,1.221729,5.539685,0,0,-0.001823527
1.73,14.55171,0,25.35992,1.221729,5.539752,0,0,-0.001844694
1.74,14.72062,0,25.65535,1.221729,5.539818,0,0,-0.00186598
1.75,14.89049,0,25.9525,1.221729,5.539884,0,0,-0.001887385
1.76,15.06134,0,26.25138,1.221729,5.53995,0,0,-0.001908909
1.77,15.23317,0,26.55199,1.221729,5.540017,0,0,-0.001930553
1.78,15.40597,0,26.85433,1.221729,5.540083,0,0,-0.001952315
1.79,15.57975,0,27.15839,1.221729,5.54015,0,0,-0.001974196
1.8,15.7545,0,27.46419,1.221729,5.540216,0,0,-0.001996196
1.81,15.93023,0,27.77171,1.221729,5.540282,0,0,-0.002018314
1.82,16.10693,0,28.08096,1.221729,5.540349,0,0,-0.002040551
1.83,16.2846,0,28.39194,1.221729,5.540415,0,0,-0.002062906
1.84,16.46325,0,28.70465,1.221729,5.540481,0,0,-0.00208538
1.85,16.64288,0,29.01909,1.221729,5.540547,0,0,-0.002107972
1.86,16.82348,0,29.33526,1.221729,5.540614,0,0,-0.002130683
1.87,17.00505,0,29.65316,1.22173,5.54068,0,0,-0.002153511
1.88,17.1876,0,29.97279,1.22173,5.540746,0,0,-0.002176458
1.89,17.37112,0,30.29416,1.22173,5.540812,0,0,-0.002199522
1.9,17.55562,0,30.61725,1.22173,5.540879,0,0,-0.002222705
1.91,17.74109,0,30.94207,1.22173,5.540945,0,0,-0.002246005
1.92,17.92754,0,31.26863,1.22173,5.541011,0,0,-0.002269423
1.93,18.11496,0,31.59692,1.22173,5.541077,0,0,-0.002292958
1.94,18.30335,0,31.92694,1.22173,5.541143,0,0,-0.002316611
1.95,18.49272,0,32.2587,1.22173,5.541209,0,0,-0.002340381
1.96,18.68306,0,32.59219,1.22173,5.541276,0,0,-0.002364269
1.97,18.87438,0,32.92741,1.22173,5.541341,0,0,-0.002388273
1.98,19.06667,0,33.26436,1.22173,5.541408,0,0,-0.002412396
1.99,19.25994,0,33.60305,1.22173,5.541473,0,0,-0.002436634
2,19.45418,0,33.94348,1.22173,5.54154,0,0,-0.00246099
2.01,19.64939,0,34.28563,1.22173,5.541605,0,0,-0.002485463
2.02,19.84558,0,34.62953,1.22173,5.541672,0,0,-0.002510052
2.03,20.04274,0,34.97515,1.22173,5.541738,0,0,-0.002534758
2.04,20.24088,0,35.32252,1.22173,5.541804,0,0,-0.002559581
2.05,20.43999,0,35.67162,1.22173,5.54187,0,0,-0.002584519
2.06,20.64007,0,36.02245,1.221731,5.541935,0,0,-0.002609575
2.07,20.84113,0,36.37502,1.221731,5.542001,0,0,-0.002634746
2.08,21.04316,0,36.72933,1.221731,5.542068,0,0,-0.002660034
2.09,21.24616,0,37.08537,1.221731,5.542133,0,0,-0.002685437
2.1,21.45014,0,37.44315,1.221731,5.542199,0,0,-0.002710957
2.11,21.65509,0,37.80267,1.221731,5.542265,0,0,-0.002736592
2.12,21.86101,0,38.16393,1.221731,5.542331,0,0,-0.002762343
2.13,22.06791,0,38.52692,1.221731,5.542397,0,0,-0.002788209
2.14,22.27578,0,38.89165,1.221731,5.542462,0,0,-0.002814191
2.15,22.48463,0,39.25812,1.221731,5.542528,0,0,-0.002840289
2.16,22.69444,0,39.62633,1.221731,5.542594,0,0,-0.002866502
2.17,22.90524,0,39.99628,1.221732,5.54266,0,0,-0.002892829
2.18,23.117,0,40.36797,1.221732,5.542725,0,0,-0.002919272
2.19,23.32974,0,40.74139,1.221732,5.542791,0,0,-0.00294583
2.2,23.54345,0,41.11656,1.221732,5.542857,0,0,-0.002972503
2.21,23.75813,0,41.49347,1.221732,5.542922,0,0,-0.00299929
2.22,23.97379,0,41.87211,1.221732,5.542988,0,0,-0.003026192
2.23,24.19042,0,42.2525,1.221732,5.543054,0,0,-0.003053209
2.24,24.40802,0,42.63463,1.221732,5.543119,0,0,-0.003080339
2.25,24.62659,0,43.0185,1.221732,5.543185,0,0,-0.003107585
2.26,24.84614,0,43.40411,1.221732,5.543251,0,0,-0.003134944
2.27,25.06666,0,43.79147,1.221733,5.543316,0,0,-0.003162417
2.28,25.28815,0,44.18056,1.221733,5.543382,0,0,-0.003190004
2.29,25.51062,0,44.5714,1.221733,5.543447,0,0,-0.003217706
2.3,25.73406,0,44.96398,1.221733,5.543513,0,0,-0.00324552
2.31,25.95847,0,45.3583,1.221733,5.543578,0,0,-0.003273449
2.32,26.18385,0,45.75437,1.221733,5.543643,0,0,-0.00330149
2.33,26.4102,0,46.15218,1.221733,5.543709,0,0,-0.003329645
2.34,26.63753,0,46.55173,1.221734,5.543775,0,0,-0.003357914
2.35,26.86583,0,46.95303,1.221734,5.54384,0,0,-0.003386295
2.36,27.0951,0,47.35608,1.221734,5.543905,0,0,-0.003414789
2.37,27.32534,0,47.76086,1.221734,5.543971,0,0,-0.003443397
2.38,27.55655,0,48.1674,1.221734,5.544036,0,0,-0.003472117
2.39,27.78874,0,48.57568,1.221734,5.544102,0,0,-0.003500949
2.4,28.0219,0,48.9857,1.221735,5.544167,0,0,-0.003529894
2.41,28.25603,0,49.39747,1.221735,5.544232,0,0,-0.003558952
2.42,28.49113,0,49.81098,1.221735,5.544298,0,0,-0.003588121
2.43,28.7272,0,50.22625,1.221735,5.544363,0,0,-0.003617403
2.44,28.96424,0,50.64325,1.221735,5.544428,0,0,-0.003646797
2.45,29.20226,0,51.06201,1.221735,5.544494,0,0,-0.003676303
2.46,29.44125,0,51.48251,1.221736,5.544559,0,0,-0.00370592
2.47,29.6812,0,51.90476,1.221736,5.544624,0,0,-0.003735649
2.48,29.92213,0,52.32876,1.221736,5.544689,0,0,-0.003765489
2.49,30.16403,0,52.75451,1.221736,5.544755,0,0,-0.003795441
2.5,30.4069,0,53.182,1.221737,5.54482,0,0,-0.003825504
2.51,30.65075,0,53.61124,1.221737,5.544885,0,0,-0.003855678
2.52,30.89556,0,54.04224,1.221737,5.54495,0,0,-0.003885963
2.53,31.14134,0,54.47498,1.221737,5.545015,0,0,-0.00391636
2.54,31.3881,0,54.90947,1.221737,5.54508,0,0,-0.003946866
2.55,31.63582,0,55.34571,1.221738,5.545146,0,0,-0.003977483
2.56,31.88451,0,55.7837,1.221738,5.54521,0,0,-0.004008211
2.57,32.13418,0,56.22344,1.221738,5.545276,0,0,-0.004039049
2.58,32.38482,0,56.66493,1.221738,5.545341,0,0,-0.004069997
2.59,32.63642,0,57.10817,1.221739,5.545405,0,0,-0.004101055
2.6,32.889,0,57.55317,1.221739,5.545471,0,0,-0.004132223
2.61,33.14254,0,57.99991,1.221739,5.545536,0,0,-0.0041635
2.62,33.39706,0,58.44841,1.221739,5.5456,0,0,-0.004194888
2.63,33.65255,0,58.89866,1.22174,5.545666,0,0,-0.004226385
2.64,33.909,0,59.35066,1.22174,5.545731,0,0,-0.004257991
2.65,34.16643,0,59.80441,1.22174,5.545795,0,0,-0.004289706
2.66,34.42482,0,60.25992,1.22174,5.54586,0,0,-0.00432153
2.67,34.68419,0,60.71718,1.221741,5.545925,0,0,-0.004353464
2.68,34.94452,0,61.1762,1.221741,5.54599,0,0,-0.004385506
