time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad,thrust_normalized
3.3567,9.946374,0,83.25527,1.323632,5.550342,0,0,7.577547e-06,0.8652267
3.3734,10.1194,0,84.08474,1.323196,5.550448,0,0,7.459637e-06,0.8652401
3.3901,10.29416,0,84.9183,1.322767,5.550555,0,0,7.343694e-06,0.8652536
3.4068,10.47066,0,85.75597,1.322344,5.550661,0,0,7.22929e-06,0.8652672
3.4235,10.64888,0,86.59773,1.321928,5.550767,0,0,7.11685e-06,0.8652808
3.4402,10.82885,0,87.4436,1.321518,5.550874,0,0,7.006172e-06,0.8652945
3.4569,11.01056,0,88.29357,1.321115,5.55098,0,0,6.897046e-06,0.8653082
3.4736,11.19401,0,89.14764,1.320717,5.551086,0,0,6.78968e-06,0.8653221
3.4903,11.3792,0,90.00581,1.320326,5.551192,0,0,6.684169e-06,0.8653359
3.507,11.56615,0,90.8681,1.319941,5.551298,0,0,6.579945e-06,0.8653499
3.5237,11.75486,0,91.73447,1.319562,5.551404,0,0,6.47756e-06,0.865364
3.5404,11.94531,0,92.60496,1.319189,5.55151,0,0,6.376843e-06,0.865378
3.5571,12.13753,0,93.47955,1.318822,5.551615,0,0,6.277435e-06,0.8653921
3.5738,12.33151,0,94.35823,1.31846,5.551722,0,0,6.179803e-06,0.8654064
3.5905,12.52726,0,95.24103,1.318104,5.551827,0,0,6.083654e-06,0.8654206
3.6072,12.72477,0,96.12793,1.317753,5.551933,0,0,5.988849e-06,0.865435
3.6239,12.92405,0,97.01894,1.317408,5.552039,0,0,5.895623e-06,0.8654494
3.6406,13.1251,0,97.91405,1.317068,5.552145,0,0,5.803956e-06,0.8654639
3.6573,13.32793,0,98.81328,1.316733,5.55225,0,0,5.713427e-06,0.8654784
3.674,13.53254,0,99.71661,1.316404,5.552355,0,0,5.624528e-06,0.865493
3.6907,13.73892,0,100.624,1.31608,5.552461,0,0,5.537027e-06,0.8655077
3.7074,13.94709,0,101.5356,1.31576,5.552567,0,0,5.450688e-06,0.8655224
3.7241,14.15705,0,102.4512,1.315446,5.552672,0,0,5.365917e-06,0.8655372
3.7408,14.36879,0,103.371,1.315136,5.552777,0,0,5.282378e-06,0.8655521
3.7575,14.58232,0,104.2949,1.314832,5.552882,0,0,5.200051e-06,0.865567
