time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,alpha_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad,thrust_normalized,thrust_N,cp_from_nose_m,Fg_x_N,Fg_z_N,F_aero_x_N,F_aero_z_N,NormalForceAero_N,AxialForceAero_N,Drag_N,Lift_N
0.166666666666667,1.08891718591677e-17,0,0.0416039663080729,1.5707963267949,2.0446692816154e-16,4.01722,0,0,-1.16515079445649e-21,0.863870274394625,23842.8195732916,1.3055092,-18426.5810631772,1.12830267591246e-12,-0.008553428688076,2.85982718314767e-17,2.85982718314767e-17,-0.008553428688076,0.008553428688076,2.85982718314767e-17
0.183333333333333,1.31664999726496e-17,0,0.0501692638476551,1.5707963267949,2.04808099409668e-16,4.01716,0,0,-1.41679577042383e-21,0.863870414569945,23842.8234421305,1.3055092,-18424.9446961971,1.12820247733324e-12,-0.010314927200551,3.44925154508369e-17,3.44925154508369e-17,-0.010314927200551,0.010314927200551,3.44925154508369e-17
0.2,1.56599792569271e-17,0,0.0595366860099768,1.5707963267949,2.05086723487036e-16,4.017101,0,0,-1.69089721721643e-21,0.863870567872298,23842.8276732754,1.3055092,-18423.3075254084,1.12810222953494e-12,-0.0122417432039556,4.09412544867305e-17,4.09412544867305e-17,-0.0122417432039556,0.0122417432039556,4.09412544867305e-17
0.216666666666667,1.836963219754e-17,0,0.0697065563831586,1.5707963267949,2.05317024242915e-16,4.017042,0,0,-1.99032411324948e-21,0.863870734306944,23842.8322668717,1.3055092,-18421.6715487562,1.12800205485641e-12,-0.0143340038107959,4.794514189419e-17,4.794514189419e-17,-0.0143340038107959,0.0143340038107959,4.794514189419e-17
0.233333333333333,2.12954762091817e-17,0,0.0806791793593018,1.5707963267949,2.05509220943002e-16,4.016983,0,0,-2.31464006620476e-21,0.863870913878827,23842.8372230556,1.3055092,-18420.0343687053,1.12790180649096e-12,-0.0165918320710607,5.55048175282885e-17,5.55048175282885e-17,-0.0165918320710607,0.0165918320710607,5.55048175282885e-17
0.25,2.44375314267478e-17,0,0.0924548690606102,1.5707963267949,2.05670845815003e-16,4.016924,0,0,-2.66305466485164e-21,0.863871106593046,23842.8425419681,1.3055092,-18418.3983827896,1.1278016312452e-12,-0.0190153526753888,6.36209272805228e-17,6.36209272805228e-17,-0.0190153526753888,0.0190153526753888,6.36209272805228e-17
0.266666666666667,2.7795820713314e-17,0,0.105033949285844,1.5707963267949,2.05807570456573e-16,4.016865,0,0,-3.03587301751583e-21,0.863871312454855,23842.848223754,1.3055092,-18416.761193474,1.12770138231245e-12,-0.0216046925248574,7.22941250009933e-17,7.22941250009933e-17,-0.0216046925248574,0.0216046925248574,7.22941250009933e-17
0.283333333333333,3.13703618936566e-17,0,0.118416724697193,1.5707963267949,2.05923750337904e-16,4.016807,0,0,-3.43447471699875e-21,0.863871531469193,23842.8542685497,1.3055092,-18415.1239995252,1.127601133096e-12,-0.0243599742971282,8.16706313342872e-17,8.16706313342872e-17,-0.0243599742971282,0.0243599742971282,8.16706313342872e-17
0.3,3.51611755618882e-17,0,0.132603509676855,1.5707963267949,2.06022783524951e-16,4.016747,0,0,-3.86329231706303e-21,0.863871763641154,23842.8606764958,1.3055092,-18413.4879997099,1.12750095699915e-12,-0.0272813227307575,9.14774139308574e-17,9.14774139308574e-17,-0.0272813227307575,0.0272813227307575,9.14774139308574e-17
0.316666666666667,3.91682850452635e-17,0,0.147594628299835,1.5707963267949,2.06107359522045e-16,4.016688,0,0,-4.31085611299755e-21,0.863872008975987,23842.8674477372,1.3055092,-18411.850796493,1.12740070721519e-12,-0.0303688639837623,1.01844223577972e-16,1.01844223577972e-16,-0.0303688639837623,0.0303688639837623,1.01844223577972e-16
0.333333333333333,4.33917086454022e-17,0,0.163390385458765,1.5707963267949,2.0617963642981e-16,4.016629,0,0,-4.78082749370354e-21,0.863872267478626,23842.8745824101,1.3055092,-18410.2143878194,1.12730050608298e-12,-0.0336227209188896,1.12771703834177e-16,1.12771703834177e-16,-0.0336227209188896,0.0336227209188896,1.12771703834177e-16
0.35,4.78314674539175e-17,0,0.179991095776149,1.5707963267949,2.0624136740948e-16,4.01657,0,0,-5.277647697638e-21,0.863872539154159,23842.8820806548,1.3055092,-18408.5775749211,1.12720028019915e-12,-0.0370430176436009,1.24260502995197e-16,1.24260502995197e-16,-0.0370430176436009,0.0370430176436009,1.24260502995197e-16
0.366666666666667,5.24875853500131e-17,0,0.197397083647239,1.5707963267949,2.06293988724492e-16,4.016511,0,0,-5.79944795220911e-21,0.863872824007832,23842.8899426162,1.3055092,-18406.9407573868,1.12710005403143e-12,-0.0406298803776712,1.36311277021331e-16,1.36311277021331e-16,-0.0406298803776712,0.0406298803776712,1.36311277021331e-16
0.383333333333333,5.73600812098806e-17,0,0.215608654164632,1.5707963267949,2.06338689826091e-16,4.016452,0,0,-6.345192537272e-21,0.863873122044573,23842.8981684302,1.3055092,-18405.3039352158,1.12699982757981e-12,-0.0443834312643191,1.48924668657978e-16,1.48924668657978e-16,-0.0443834312643191,0.0443834312643191,1.48924668657978e-16
0.4,6.24489767168212e-17,0,0.234626122228415,1.5707963267949,2.06376464134989e-16,4.016394,0,0,-6.91567802717894e-21,0.863873433269465,23842.9067582372,1.3055092,-18403.6671084076,1.12689960084424e-12,-0.0483037943512989,1.62101327613211e-16,1.62101327613211e-16,-0.0483037943512989,0.0483037943512989,1.62101327613211e-16
0.416666666666667,6.77542963674016e-17,0,0.254449812488755,1.5707963267949,2.06408146966167e-16,4.016335,0,0,-7.51112617471112e-21,0.863873757687749,23842.9157121819,1.3055092,-18402.0302769616,1.12679937382468e-12,-0.052391095954975,1.75841911796413e-16,1.75841911796413e-16,-0.052391095954975,0.052391095954975,1.75841911796413e-16
0.433333333333333,7.32760596866871e-17,0,0.275080030319857,1.5707963267949,2.06434448582964e-16,4.016276,0,0,-8.13128480406539e-21,0.863874095304347,23842.9250304,1.3055092,-18400.3938404662,1.12669917098888e-12,-0.056645457258208,1.90147062333894e-16,1.90147062333894e-16,-0.056645457258208,0.056645457258208,1.90147062333894e-16
0.45,7.90142890274714e-17,0,0.296517090837838,1.5707963267949,2.06455972702303e-16,4.016217,0,0,-8.77616263443771e-21,0.863874446124339,23842.9347130317,1.3055092,-18398.7566001538,1.12659891893348e-12,-0.0610670026878053,2.05017431828059e-16,2.05017431828059e-16,-0.0610670026878053,0.0610670026878053,2.05017431828059e-16
0.466666666666667,8.49690095837256e-17,0,0.318761318969397,1.5707963267949,2.06473239400243e-16,4.016158,0,0,-9.44587188906883e-21,0.863874810152958,23842.9447602217,1.3055092,-18397.1197547908,1.12649869106176e-12,-0.0656558576389323,2.20453676721164e-16,2.20453676721164e-16,-0.0656558576389323,0.0656558576389323,2.20453676721164e-16
0.483333333333333,9.11402416033014e-17,0,0.34181302036235,1.5707963267949,2.06486697451739e-16,4.0161,0,0,-1.01404252963468e-20,0.863875187395124,23842.9551721054,1.3055092,-18395.4833043769,1.12639848737369e-12,-0.0704121436879444,2.36456441077249e-16,2.36456441077249e-16,-0.0704121436879444,0.0704121436879444,2.36456441077249e-16
0.5,9.75280081851985e-17,0,0.365672510370955,1.5707963267949,2.06496736590227e-16,4.016041,0,0,-1.08598204319783e-20,0.863875577855909,23842.9659488231,1.3055092,-18393.8460501441,1.12629823446591e-12,-0.0753359842424613,2.5302637569684e-16,2.5302637569684e-16,-0.0753359842424613,0.0753359842424613,2.5302637569684e-16
