time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad,thrust_normalized
0,0,0,-0,1.39626340159546,4.013788,0,0,0,0.863869593523551
0.0166666666666667,0.000588585667038876,0,0.00195736681886584,1.39703286913015,4.013673,0,0,0.00731692275051284,0.863869625556962
0.0333333333333333,0.00238744525686249,0,0.0078741454770038,1.40288656751508,4.013557,0,0,-0.00118673065241241,0.863869722388345
0.05,0.00530920605203925,0,0.017766492630556,1.40693045331176,4.013442,0,0,-0.0164646053612101,0.863869884282001
0.0666666666666667,0.00927084285161454,0,0.0316491101004278,1.40095936615411,4.013327,0,0,0.0198078648857686,0.863870111478346
0.0833333333333333,0.0144842641365029,0,0.0494862095042318,1.40971759653767,4.013211,0,0,0.0197315814833712,0.863870403391428
0.1,0.020852083564354,0,0.0712937315041718,1.42804630582291,4.013097,0,0,-0.0684953885047229,0.863870760281787
0.116666666666667,0.0278544137671373,0,0.0971434351719773,1.39888088269368,4.012981,0,0,-0.0248262246256337,0.863871183323384
0.133333333333333,0.0358987360922808,0,0.126975955494658,1.3521889341803,4.012866,0,0,0.0971955434040186,0.863871671544195
0.15,0.0459453278096706,0,0.160574737106951,1.38227588947854,4.012752,0,0,0.111363218188712,0.863872221399665
0.166666666666667,0.0578880074907364,0,0.197967903604558,1.50320755359253,4.012637,0,0,0.000525896094197041,0.863872833349446
0.183333333333333,0.0702860352493604,0,0.239386124329529,1.62528429036906,4.012521,0,0,-0.129085478483585,0.863873511167818
0.2,0.0815604394599281,0,0.28477107227571,1.64178568264938,4.012407,0,0,-0.15790440236076,0.863874253899467
0.216666666666667,0.0914389612242099,0,0.334083348777973,1.5283344717809,4.012292,0,0,-0.0503559763676652,0.863875060898782
0.233333333333333,0.101296304229546,0,0.387434941604118,1.36951511643176,4.012177,0,0,0.0862713775659535,0.863875933997527
0.25,0.113003025610429,0,0.444572687396626,1.28048641240581,4.012063,0,0,0.174532813112581,0.8638768690517
0.266666666666667,0.127592648146473,0,0.50515025218526,1.33120079658686,4.011948,0,0,0.109765033628318,0.863877860392607
0.283333333333333,0.144429805277805,0,0.569404763430583,1.47703094457852,4.011833,0,0,-0.0186215566630508,0.863878911899778
0.3,0.161787983187152,0,0.637679805481971,1.60979436163344,4.011719,0,0,-0.145221734652544,0.863880029194706
0.316666666666667,0.178036659451951,0,0.709933952798715,1.6251391971782,4.011604,0,0,-0.152461813967195,0.863881211598193
0.333333333333333,0.193019716913187,0,0.786148388632702,1.51299499279889,4.01149,0,0,-0.0409583896219761,0.863882458800961
0.35,0.208143538344126,0,0.866409581178935,1.36245987234907,4.011375,0,0,0.0957127091711418,0.863883772216568
0.366666666666667,0.225219142523747,0,0.950439973751564,1.28866883934316,4.011261,0,0,0.174083351379083,0.863885147301528
0.383333333333333,0.245127063561276,0,1.03794322081148,1.35443319985328,4.011147,0,0,0.0967944360560633,0.863886579204968
0.4,0.267061225868031,0,1.12920091633037,1.5058563590958,4.011032,0,0,-0.0343578103488894,0.863888072533402
0.416666666666667,0.289226574462383,0,1.22450348900949,1.63208702658607,4.010918,0,0,-0.1551758957064,0.863889632037685
0.433333333333333,0.31007851082779,0,1.32376052042779,1.63375359089056,4.010803,0,0,-0.144823656333761,0.863891256236442
0.45,0.32964472318531,0,1.42697920734657,1.5125750642376,4.01069,0,0,-0.0287732927061156,0.863892945245584
0.466666666666667,0.349429768222569,0,1.53424858918462,1.36220433722062,4.010575,0,0,0.107337748686392,0.863894700520151
0.483333333333333,0.371236176578656,0,1.6452770032679,1.29726602071561,4.010461,0,0,0.17279152138787,0.863896517285624
0.5,0.395825045233174,0,1.75980970183731,1.37229834605592,4.010347,0,0,0.0882820912161412,0.86389839137165
0.516666666666667,0.422276309969278,0,1.8781514886176,1.5271415359222,4.010234,0,0,-0.0443849181641916,0.863900327763724
0.533333333333333,0.448754039015932,0,2.00055023391171,1.64960495103398,4.010119,0,0,-0.160853050282388,0.863902330515479
0.55,0.473770353089668,0,2.12688316564266,1.64370552364113,4.010005,0,0,-0.140505636210685,0.863904397615752
0.566666666666667,0.49745570756809,0,2.25717541301437,1.51734873787279,4.009892,0,0,-0.0223201397300769,0.863906529473365
0.583333333333333,0.52136779016676,0,2.39152481428138,1.36607286564982,4.009777,0,0,0.113190542418294,0.863908727686698
0.6,0.547311682043537,0,2.52963957976922,1.30416531435918,4.009664,0,0,0.171983891301062,0.86391098747904
0.616666666666667,0.575997914882344,0,2.67128516119265,1.38246546228072,4.00955,0,0,0.0847568617692726,0.863913305010408
0.633333333333333,0.606460820303759,0,2.81677085609916,1.53879490247211,4.009437,0,0,-0.0484795611178209,0.863915685338907
0.65,0.636845873791059,0,2.96632111344757,1.66057565824011,4.009323,0,0,-0.163025923379506,0.863918132134093
0.666666666666667,0.66568260659449,0,3.11979497301833,1.65278457723677,4.00921,0,0,-0.139915001052654,0.863920643086899
0.683333333333333,0.693129024066016,0,3.2772238687494,1.52424261463949,4.009095,0,0,-0.0214575009763551,0.863923218708759
0.7,0.720761310693234,0,3.43871839018924,1.37021649213052,4.008982,0,0,0.11395698908116,0.863925860806005
0.716666666666667,0.750405530151692,0,3.60399223259459,1.30518342838457,4.008868,0,0,0.172462248799387,0.863928564691622
0.733333333333333,0.782793554028991,0,3.77280525011264,1.38104068764065,4.008755,0,0,0.0867643216267314,0.863931326433971
0.75,0.816980943720697,0,3.9454610620849,1.53764358864311,4.008642,0,0,-0.0461516787610063,0.863934150997257
